"data_Persona","data_productividad_per","data_Tcamp","data_sumCOD","data_sumHRSLB","data_GRADO2","data_sum_variedad_total_AL","data_sum_variedad_total_CC","data_sum_variedad_total_CP","data_sum_variedad_total_JS","data_sum_variedad_total_MG","data_sum_variedad_total_RG","data_sum_variedad_total_SG","data_sum_variedad_total_TC","data_sum_variedad_total_TM","data_sum_variedad_total_VN","data_sum_aux_bono_total","data_sum_hora_extra","data_n_lote","data_n_fundo","data_T_RangoEdad","data_Testado_civil","data_Tsexo","data_T_numero_hijos","data_dias_empresa","data_Tedad","data_numero_hijos","data_pobreza","data_n_variedad","data_veces","data_DEUDA_PROM_U6M","data_PEOR_CALIF_U6M","data_MODA_CALIF_U6M","data_NRO_ENT_PROM_U6M","data_TIPCRE_UM","data_DIAS_ATRASO_PROM_U6M","data_BANCARIZADO","data_distancia","data_import_unico","data_total","data_bono_produc","data_otros_bono","dummies_Tsexo_Mujer","sede_cod","data_numero_asistentes","data_asistente_mediana_Tedad","data_asistente_mediana_numero_hijos","data_asistente_dias_empresa","cluster"
88694,42.1081081081081,20,779,18.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,104.1,0,20.43,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",307,43,1,45.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,756.60709754186,83.67,104.1,20.43,0,1,"Ica",1,22,0,922,4
88695,30.6666666666667,20,92,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,13.61,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",307,26,0,13.1,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.05239151999867,13.61,13.61,0,0,1,"Ica",1,40,0,1108,4
88696,18.4545454545455,20,609,33,"SECUNDARIA COMPLETA",0,221.37,0,0,0,0,0,0,16.56,0,50.6,0,2,2,"DE 31 A 50","Soltero(a)","Hombre","con hijos",307,36,1,13.9,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,187.33,237.93,50.6,0,0,"Ica",2,36,1,925,4
88697,41.6666666666667,20,125,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,14.78,0,1.17,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",307,29,0,13.1,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,13.61,14.78,1.17,0,1,"Ica",1,40,0,1108,4
88698,47.3333333333333,20,142,3,NA,0,0,0,0,0,0,0,0,15.8,0,2.19,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",307,21,0,13.1,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,13.61,15.8,2.19,0,1,"Ica",1,40,0,1108,4
88699,34.3333333333333,20,103,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,13.61,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",307,24,0,49.85,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,9.03430208561092,13.61,13.61,0,0,1,"Ica",1,40,0,1108,4
88700,46.6666666666667,20,140,3,NA,0,0,0,0,0,0,0,0,15.82,0,2.21,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",307,22,0,13.1,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,13.61,15.82,2.21,0,0,"Ica",1,40,0,1108,4
88701,44,20,132,3,NA,0,0,0,0,0,0,0,0,15.2,0,1.59,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",307,20,0,46.65,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,13.61,15.2,1.59,0,0,"Ica",1,40,0,1108,4
88705,60.0377358490566,20,3182,53,"SECUNDARIA COMPLETA",0,0,0,0,0,160.21,0,0,193.62,0,134.78,0,4,3,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",306,31,0,44.55,2,1,2624.02,"0.NORMAL","0.NORMAL",2.67,"MICROEMPRESAS",0,1,257.4142701066,219.05,353.83,134.78,0,0,"Ica",5,31,1,NA,4
88706,55.3698630136986,20,2021,36.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,110.34,0,0,141.36,0,86.55,0,4,3,"MENOR A 30","Soltero(a)","Hombre","sin hijos",306,23,0,46.65,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,728.643376745823,165.15,251.7,86.55,0,0,"Ica",4,32.5,1,NA,4
88709,31.5035971223022,20,4379,139,"SECUNDARIA COMPLETA",0,914.45,0,0,0,80.94,0,0,107.92,0,453.28,14.92,4,3,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",306,31,0,44.55,3,1,10283.36,"0.NORMAL","0.NORMAL",1.67,"CONSUMO NO REVOLVENTE",0,1,269.682195286015,635.11,1103.31,453.28,0,0,"Ica",7,32,0,1049,2
88710,47.6518518518519,20,12866,270,"SECUNDARIA IMCOMPLETA",0,1395.32,0,1179.15,0,0,0,0,341.7,0,1686.52,0,8,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",61,37,1,13.9,3,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,1229.65,2916.17,1686.52,0,1,"Ica",4,33,1,775.5,2
88711,33.5244755244755,20,2397,71.5,"PRIMARIA INCOMPLETA",0,72.36,0,0,0,112.73,0,0,151.33,0,13.08,0,6,5,"MENOR A 30","Soltero(a)","Hombre","sin hijos",306,23,0,43,3,1,6000,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,180.400793835469,323.34,336.42,13.08,0,0,"Ica",6,37,0.5,1536,4
88798,47.0970464135021,20,5581,118.5,"SECUNDARIA IMCOMPLETA",0,530.52,0,0,0,0,0,0,550.61,0,536.64,49.25,4,3,"MAS DE 50","Soltero(a)","Mujer","con hijos",304,54,1,13.9,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,495.24,1081.13,536.64,0,1,"Ica",4,26.5,0,910.5,2
88799,35.8095238095238,20,752,21,"SECUNDARIA COMPLETA",0,0,0,0,0,18.15,0,0,90.85,0,13.88,0,2,2,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Hombre","con hijos",304,33,1,45.9,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,4.79582369048168,95.12,109,13.88,0,0,"Ica",2,32.5,0.5,NA,4
88803,17.6,20,88,5,NA,0,0,0,0,0,0,0,0,22.67,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",304,18,0,45.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,22.67,22.67,0,0,1,"Ica",1,37,1,NA,4
88804,17,20,85,5,NA,0,0,0,0,0,0,0,0,22.67,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,18,0,45.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,22.67,22.67,0,0,0,"Ica",1,37,1,NA,4
88805,20.6,20,721,35,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,72.39,0,0,85.93,0,0,0,3,3,"MENOR A 30","Soltero(a)","Mujer","sin hijos",304,24,0,41.25,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,158.32,158.32,0,0,1,"Ica",3,37,0,NA,4
88806,21.6896551724138,20,629,29,"PRIMARIA COMPLETA",0,0,0,0,0,72.4,0,0,58.84,0,0,0,2,2,"MAS DE 50","Soltero(a)","Hombre","sin hijos",304,51,0,41.25,2,1,2794.27,"1.CPP","0.NORMAL",2,"CONSUMO NO REVOLVENTE",2.25,1,NA,131.24,131.24,0,0,0,"Ica",2,39.5,0.5,NA,4
88807,63.6903409090909,20,22419,352,"SECUNDARIA IMCOMPLETA",0,2000.22,0,1590.7,0,129.47,0,0,905.06,0,2981.19,131.34,11,7,"DE 31 A 50","Soltero(a)","Mujer","con hijos",94,37,1,41.25,4,1,4099.81,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,1318.68,4625.45,3175.43,0,1,"Ica",10,34,1,NA,3
88810,36.3333333333333,20,872,24,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,116.02,0,7.43,0,2,2,"DE 31 A 50","Soltero(a)","Hombre","con hijos",304,35,1,41.25,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,108.59,116.02,7.43,0,0,"Ica",3,42,1,1403,4
88811,19.8014705882353,20,2693,136,"SECUNDARIA COMPLETA",0,251.33,0,108.53,0,0,0,0,282.33,0,27.27,0,7,5,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,34,1,41.25,3,1,345.57,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",1.33,1,2.69268693119756,614.92,642.19,27.27,0,1,"Ica",5,33,0,1050,2
88813,33.6165048543689,20,6925,206,"ILETRADO",0,163.93,0,476.24,0,0,0,0,552.74,0,260.94,32.84,9,5,"DE 31 A 50","Soltero(a)","Mujer","con hijos",94,41,1,41.25,3,1,5328.34,"0.NORMAL","0.NORMAL",3,"MICROEMPRESAS",0,1,2.69268693119756,873.61,1192.91,286.46,0,1,"Ica",5,33,0,1050,2
88814,53.9375,20,863,16,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,105.81,0,33.44,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",304,43,0,13.9,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,72.37,105.81,33.44,0,1,"Ica",1,37,2,2575,4
88816,57.8125,20,925,16,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,113.22,0,40.82,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",304,38,1,45.9,1,1,19.13,"3.DUDOSO","3.DUDOSO",1,"CONSUMO REVOLVENTE",63.5,1,4.79582369048168,72.4,113.22,40.82,0,0,"Ica",1,27,1,594,4
88817,36.1875,20,579,16,"SECUNDARIA COMPLETA",0,0,0,0,0,37.39,0,0,37.38,0,2.4,0,2,2,"MENOR A 30","Soltero(a)","Mujer","sin hijos",304,24,0,13.9,2,1,3870.61,"3.DUDOSO","0.NORMAL",4,"CONSUMO NO REVOLVENTE",6.8,1,5.92314046776367,72.37,74.77,2.4,0,1,"Ica",2,25,1,805.5,4
88819,44.9521739130435,20,10339,230,"SECUNDARIA IMCOMPLETA",17.53,245.3,0,0,0,70.11,0,0,1304.7,0,568.93,69.38,10,5,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",94,46,0,13.1,4,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,888.74,1637.64,679.52,0,0,"Ica",10,38,0,NA,2
88820,45.6741214057508,20,14296,313,"SECUNDARIA COMPLETA",0,1477.32,0,1074.11,0,100.22,0,0,409.77,0,1661.61,0,11,7,"MAS DE 50","Soltero(a)","Mujer","sin hijos",304,51,0,13.1,4,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.20121397573128,1399.81,3061.42,1661.61,0,1,"Ica",8,31,0.5,NA,3
88821,37.5782747603834,20,11762,313,"SECUNDARIA COMPLETA",0,1121.55,0,888.52,0,87.66,0,0,355.8,0,1053.72,0,11,7,"MAS DE 50","Soltero(a)","Mujer","sin hijos",304,60,0,13.1,4,1,12010.19,"1.CPP","0.NORMAL",1.67,"CONSUMO NO REVOLVENTE",4.14,1,6.05239151999867,1399.81,2453.53,1053.72,0,1,"Ica",7,30,0,NA,3
88822,11.25,20,360,32,"SECUNDARIA COMPLETA",0,36.18,0,0,0,36.17,0,0,72.33,0,6.47,0,3,3,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",304,36,0,13.1,3,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,6.05239151999867,144.68,151.15,0,6.47,0,"Ica",3,35,2,NA,4
88824,44.6027397260274,20,1628,36.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,246.54,0,85.03,0,3,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,25,0,46.65,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,11.07115513268,165.06,250.09,81.48,3.55,0,"Ica",3,40,0,1108,4
88825,31.734375,20,2031,64,NA,0,73.59,0,0,0,122.09,0,0,118.16,0,24.48,0,6,5,"MENOR A 30","Soltero(a)","Mujer","sin hijos",304,18,0,46.65,3,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,289.36,313.84,24.48,0,1,"Ica",6,37.5,0.5,1560.5,4
88827,37.9230769230769,20,4437,117,NA,49.65,148.92,0,0,0,287.03,0,0,174.96,0,131.53,0,10,6,"MENOR A 30","Soltero(a)","Mujer","sin hijos",94,20,0,13.1,4,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,529.03,660.56,131.53,0,1,"Ica",10,37.5,0.5,1418,2
88828,47.75,20,382,8,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,44.68,0,8.56,0,1,1,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",304,40,0,30.85,1,1,710.47,"3.DUDOSO","3.DUDOSO",2,"CONSUMO REVOLVENTE",32.14,1,13.3415888721868,36.12,44.68,8.56,0,1,"Ica",1,22,1,409,4
88829,13.3333333333333,20,60,4.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,20.34,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",304,40,0,44.55,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,13.3415888721868,20.34,20.34,0,0,0,"Ica",1,22,1,409,4
88840,28.1578947368421,20,535,19,"SECUNDARIA COMPLETA",0,0,0,0,0,92.18,0,0,0,0,6.29,0,1,1,"MAS DE 50","Soltero(a)","Hombre","sin hijos",304,60,0,45.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,85.89,92.18,6.29,0,0,"Ica",1,44,0,3328,4
88841,2.59259259259259,20,70,27,"SECUNDARIA COMPLETA",0,0,0,0,0,128.26,0,0,0,0,8.25,14.92,2,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",304,46,0,45.9,1,1,2727.72,"0.NORMAL","0.NORMAL",4,"CONSUMO REVOLVENTE",0,1,728.643376745823,108.54,131.71,4.8,3.45,0,"Ica",2,NA,NA,NA,4
88842,80.6983655274889,20,27155,336.5,"SECUNDARIA IMCOMPLETA",728.57,0,0,0,0,2931.71,0,0,0,0,2068.72,176.44,14,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",94,23,0,30.85,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,520.368059917647,1205.59,3660.28,2278.25,0,0,"Ica",15,NA,NA,NA,2
88843,62.739837398374,20,7717,123,"SECUNDARIA COMPLETA",0,0,0,0,0,1049.34,0,0,0,0,457.12,46.38,6,1,"MENOR A 30","Casado(a)/conviviente/unionlibre","Hombre","con hijos",304,28,1,45.9,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,4.79582369048168,472.18,1049.34,530.78,0,0,"Ica",8,34.5,0,NA,4
88844,66.8402625820569,20,15273,228.5,NA,648.28,0,0,0,0,1252.29,0,0,0,0,825.93,74.6,10,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,20,0,30.85,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,1000.04,1900.57,825.93,0,0,"Ica",6,NA,NA,NA,2
88846,86.0634920634921,20,8133,94.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,1149.46,0,0,0,0,717.01,29.95,7,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",94,26,1,30.85,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,29.5882907462825,293.91,1149.46,825.6,0,0,"Ica",5,33,0,1361,4
88847,2.625,20,42,16,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,73.7,0,0,0,0,4.8,0,2,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",304,27,1,13.9,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,72.35,77.15,1.35,3.45,0,"Ica",1,29,0,NA,4
88848,64.3020527859237,20,21927,341,"SECUNDARIA COMPLETA",703.42,401.58,0,0,47.3,753.37,0,0,1340.8,0,1656.19,59.69,13,5,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",94,32,0,44.55,5,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,13.3415888721868,1390.59,3246.47,1796.19,0,1,"Ica",3,33,0,1046,3
88849,30.1666666666667,20,362,12,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,54.19,0,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,24,0,41.25,1,1,361.87,"1.CPP","0.NORMAL",1,"CONSUMO REVOLVENTE",3,1,2.69268693119756,54.19,54.19,0,0,0,"Ica",1,35,2,2145,4
88851,50.962962962963,20,5504,108,"PRIMARIA COMPLETA",266.12,0,0,0,0,395.91,0,0,0,0,170.88,16.42,4,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",304,25,1,44.55,2,1,10098.93,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,13.3415888721868,474.73,662.03,170.88,0,1,"Ica",3,33,0,1373,4
88852,2.18518518518519,20,59,27,"SECUNDARIA COMPLETA",0,0,0,0,0,129.78,0,0,0,0,8.28,16.42,2,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",304,25,1,45.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,108.53,133.23,4.83,3.45,0,"Ica",2,NA,NA,NA,4
88853,93.7774086378737,20,28227,301,"SECUNDARIA IMCOMPLETA",1047.41,591.05,0,0,164.11,1223.88,0,0,1251.62,0,2916.83,0,13,5,"MENOR A 30","Soltero(a)","Mujer","con hijos",94,29,1,41.25,5,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,1361.24,4278.07,2916.83,0,1,"Ica",4,32.5,0,2113,3
88855,98.8850931677019,20,31841,322,"SECUNDARIA IMCOMPLETA",1323.04,443.8,0,0,65.33,1132.06,0,0,1765.1,0,3206.05,82.09,13,5,"MENOR A 30","Soltero(a)","Mujer","con hijos",94,28,1,43,5,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,127.695316131257,1237.55,4729.33,3409.69,0,1,"Ica",4,34,1,1209.5,2
88856,63.6485355648536,20,15212,239,"SECUNDARIA IMCOMPLETA",292.88,66.02,0,0,42.15,644.32,0,0,1018.13,0,942.14,49.25,11,5,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,36,1,44.55,5,1,3098.2,"1.CPP","0.NORMAL",1,"MICROEMPRESAS",3.17,1,13.3415888721868,987.7,2063.5,1026.55,0,1,"Ica",5,33,0,1046,2
88858,82.7619047619048,20,3476,42,"PRIMARIA COMPLETA",0,0,0,0,0,342.61,0,0,0,0,152.68,0,2,1,"MAS DE 50","Soltero(a)","Mujer","sin hijos",304,53,0,30.85,1,1,1160.91,"4.EN PERDIDA","3.DUDOSO",1.33,"MICROEMPRESAS",32.18,1,4.79582369048168,189.93,342.61,152.68,0,1,"Ica",1,33,0,1051,4
88859,78.2077922077922,20,6022,77,"SECUNDARIA IMCOMPLETA",0,187.62,0,0,0,342.75,0,0,1449.69,0,1590.91,44.77,5,3,"MENOR A 30","Soltero(a)","Hombre","sin hijos",94,30,0,44.55,3,1,26058.64,"0.NORMAL","0.NORMAL",1,"PEQUENAS EMPRESAS",0,1,240.223415509921,892.12,2527.8,1043.17,0,0,"Ica",4,40.5,1,1021.5,2
88861,87.6428571428571,20,3681,42,"SECUNDARIA COMPLETA",0,0,0,0,0,363.82,0,0,0,0,173.89,0,2,1,"MAS DE 50","Soltero(a)","Mujer","con hijos",304,51,1,30.85,1,1,7766.03,"4.EN PERDIDA","4.EN PERDIDA",3,"CONSUMO NO REVOLVENTE",56.68,1,8.50119030967158,189.93,363.82,173.89,0,1,"Ica",1,33,0,1051,4
88865,50.1724137931034,20,2910,58,"SECUNDARIA COMPLETA",0,0,0,0,0,321.65,0,0,0,0,59.46,0,3,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",304,27,1,30.85,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,8.50119030967158,262.19,321.65,59.46,0,0,"Ica",1,33,0,1051,4
88866,78,20,2028,26,"SECUNDARIA COMPLETA",0,0,0,0,0,189.46,0,0,0,0,71.79,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,45,1,13.1,1,1,6765.42,"1.CPP","0.NORMAL",3.83,"CONSUMO NO REVOLVENTE",0.57,1,6.05239151999867,117.67,189.46,71.79,0,1,"Ica",1,33,0,997,4
88867,61.6176470588235,20,2095,34,"SECUNDARIA COMPLETA",0,0,0,0,0,197.5,0,0,0,0,43.83,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",304,48,0,30.85,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,8.50119030967158,153.67,197.5,43.83,0,1,"Ica",3,34,0,NA,4
88868,77.3809523809524,20,3250,42,"SECUNDARIA COMPLETA",0,0,0,0,0,317.95,0,0,0,0,128.01,0,2,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",304,23,1,49.85,1,1,4803.52,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,13.3415888721868,189.94,317.95,128.01,0,1,"Ica",3,34,0,NA,4
88869,64.1153846153846,20,1667,26,NA,0,0,0,0,0,156.94,0,0,0,0,39.28,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,22,0,30.85,1,1,3833.53,"1.CPP","0.NORMAL",1,"CONSUMO NO REVOLVENTE",2,1,NA,117.66,156.94,39.28,0,0,"Ica",3,34,0,NA,4
88870,102.701183431953,20,34713,338,"SECUNDARIA COMPLETA",1027.26,0,0,0,45.58,3208.18,0,0,362.18,0,3079.25,54.46,16,4,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",94,46,0,41.25,4,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,1486.69,4643.2,3102.05,0,1,"Ica",5,NA,NA,NA,3
88871,65.5820895522388,20,2197,33.5,"PRIMARIA INCOMPLETA",0,0,0,0,0,214.71,0,0,0,0,63.29,0,2,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",304,27,1,41.25,1,1,4303.92,"3.DUDOSO","3.DUDOSO",4,"CONSUMO NO REVOLVENTE",0,1,6.05239151999867,151.42,214.71,63.29,0,0,"Ica",1,24,0,1410,4
88872,64.5373134328358,20,2162,33.5,"SECUNDARIA COMPLETA",0,0,0,0,0,215.24,0,0,0,0,63.81,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",304,32,0,41.25,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,646.172648642633,151.43,215.24,63.81,0,1,"Ica",1,24,0,1410,4
88873,75.1641791044776,20,2518,33.5,"SECUNDARIA COMPLETA",0,0,0,0,0,244.89,0,0,0,0,93.46,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",304,45,0,41.25,1,1,700.46,"0.NORMAL","0.NORMAL",1.17,"CONSUMO NO REVOLVENTE",0,1,2.69268693119756,151.43,244.89,93.46,0,1,"Ica",1,24,0,1410,4
88874,67.6538461538462,20,1759,26,"SECUNDARIA COMPLETA",0,0,0,0,0,179.21,0,0,0,0,61.55,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,32,1,41.25,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,115.971460626788,117.66,179.21,61.55,0,1,"Ica",1,24,0,1410,4
88875,104.1,20,1041,10,"SECUNDARIA COMPLETA",0,0,0,0,0,88.42,0,0,0,0,43.27,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",304,26,0,13.9,1,1,1459.02,"4.EN PERDIDA","3.DUDOSO",1,"CONSUMO REVOLVENTE",112.27,1,533.644425722992,45.15,88.42,43.27,0,0,"Ica",1,39,0,2511,4
88876,19,20,38,2,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,9.07,0,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",304,23,0,13.1,1,1,1980.45,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO NO REVOLVENTE",88.42,1,167.102433795868,9.07,9.07,0,0,1,"Ica",1,39,0,2511,4
88877,93.095406360424,20,13173,141.5,"SECUNDARIA COMPLETA",478.85,0,0,0,41.51,1049.49,0,0,131.44,0,1061.35,0,8,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",304,34,1,41.25,4,1,1643.77,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",2.17,1,6.05239151999867,639.94,1701.29,1061.35,0,1,"Ica",1,24,0,1410,2
88878,83.1760299625468,20,11104,133.5,"SECUNDARIA IMCOMPLETA",468.3,0,0,0,45.31,828.5,0,0,122.23,0,860.66,0,8,4,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",304,43,0,41.25,4,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,603.68,1464.34,860.66,0,1,"Ica",1,24,0,1410,2
88879,39.5733333333333,20,1484,37.5,"SECUNDARIA COMPLETA",154.54,0,0,0,0,42.9,0,0,0,0,27.83,0,3,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",304,28,1,13.1,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,11.07115513268,169.61,197.44,27.83,0,1,"Ica",3,29,0,2369,4
88880,37.2131147540984,20,1135,30.5,"SECUNDARIA COMPLETA",39.05,0,0,0,0,45.15,0,0,61.02,0,7.36,0,3,3,"MENOR A 30","Soltero(a)","Mujer","con hijos",304,23,1,41.25,3,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,137.86,145.22,7.36,0,1,"Ica",1,24,0,1410,4
88881,20.5,20,41,2,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,9.07,0,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",304,33,0,43,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,14.5978942491848,9.07,9.07,0,0,0,"Ica",1,39,0,2511,4
88882,81.7408637873754,20,12302,150.5,"PRIMARIA COMPLETA",592.23,0,0,0,45.85,863.45,0,0,122.88,0,921.28,14.92,8,4,"MAS DE 50","Soltero(a)","Mujer","sin hijos",304,55,0,41.25,4,1,4454.69,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0.08,1,6.05239151999867,688.21,1624.41,921.28,0,1,"Ica",1,24,0,1410,2
88883,73.121107266436,20,10566,144.5,"SECUNDARIA COMPLETA",49.21,0,0,0,0,1330.26,0,0,0,0,720.95,29.96,9,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",94,34,1,46.65,2,1,323.18,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",68.17,1,11.07115513268,595.86,1379.47,753.65,0,1,"Ica",9,34,0,1648,2
